id,thread_id,body,timestamp,timestamp_collected,timestamp_ago,is_promoted,author,author_name,author_description,author_pronouns,author_avatar_url,author_is_company,author_url,author_mentions,author_name_mentions,hashtags,image_urls,video_thumb_url,post_url,link_url,comments,shares,reactions,reaction_like,reaction_empathy,reaction_praise,reaction_entertainment,reaction_appreciation,reaction_interest,inclusion_context,unix_timestamp,unix_timestamp_collected,missing_fields
7368646732244512768,7368646732244512768,"Big news! Le Chat now integrates with 20+ enterprise platforms powered by MCP, and provides a fully controllable memory for a richer and personalized experience—making it one of the most connected and relevant AI assistants for business as well as everyday use.

🔌 MCP Connectors: we are announcing 20+ connection partners: Asana, Atlassian, Box, Brevo, BRIA AI (coming soon), Databricks (coming soon), GitHub, Hugging Face, Linear, Microsoft, Notion, PayPal, Pinecone, Plaid, Prisma, Sentry, Snowflake (coming soon), Square, Stripe, Stytch and Zapier. Our Connectors directory is the widest, and most Enterprise-ready. While turning Le Chat into a single surface for your data, documents, and actions, we also provide full control over which connectors are available to whom, ensuring users only access data they’re permitted to.

🧠 Memories: Le Chat now learns from past interactions, delivering more relevant responses and personalized recommendations—while keeping you in full control at all time. Add, edit, or remove entries anytime with transparent privacy settings.

These powerful new features are live (and free!) for all users today. Because at Mistral AI, cutting-edge AI should be accessible, customizable, and secure for everyone.

For more information, go to: https://lnkd.in/dvxA6r_g",2025-09-03 12:34:15,2025-09-08 12:34:15,5d,no,company/mistralai/posts,Mistral AI,"468,465 followers",,,no,https://www.linkedin.com/company/mistralai/posts,,,,,https://media.licdn.com/dms/image/v2/D4D05AQHeQy6da4LpCA/feedshare-thumbnail_720_1280/B4DZkKxDsPIgA0-/0/1756822257972?e=1757941200&v=beta&t=7T_h1txuqLYTY79MfKybDf2_afX9YdkTsEXcCPuEydg,https://www.linkedin.com/feed/update/urn:li:activity:7368646732244512768,,77,139,1610,1279,105,197,0,9,20,,1756902855,1757334855,
7367815963985031168,7367815963985031168,"There’s been a lot of confusion about WhatsApp’s new Advanced Chat Privacy feature. Here’s what you need to know:

 ✔️ It’s optional and must be turned on for each chat
 ✔️ It restricts what group members can do with your messages and media
 ✔️ It doesn’t change what data WhatsApp collects or give Meta AI access to your chats

In short: Advanced Chat Privacy controls how your content is shared, not what WhatsApp itself can see.",2025-09-01 12:34:15,2025-09-08 12:34:15,1w,no,company/africa-check/posts,Africa Check,"5,991 followers",,,no,https://www.linkedin.com/company/africa-check/posts,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:7367815963985031168,,0,0,0,0,0,0,0,0,0,,1756730055,1757334855,
7368292118684930049,7368292118684930049,"كيف يمكنك متابعة العملاء إذا كانت المحادثات موزّعة بين أجهزة الفريق؟
الاعتماد على واتساب التقليدي دون نظام متابعة فعّال يؤدي إلى:
– فقدان السيطرة على الرسائل
– غياب التقارير الدقيقة
– عدم القدرة على ضبط صلاحيات الوصول

💡 اكتشف واتساب الرسمي الموثّق من Meta؛ الحل الأمثل لتنظيم تواصلك وإدارته باحترافية.

How can you keep track of customers when conversations are scattered across your team’s devices?
Relying on regular WhatsApp without a proper tracking system leads to:
– Loss of control over messages
– Lack of accurate reporting
– Inability to manage access permissions

💡 Discover the official WhatsApp Business solution, verified by Meta — the optimal way to organize and manage your communication professionally.


🌐centraly.com.sa  
.
.
.
#centraly #WhatsApp #Meta #lead #control #solution #explore #trending",2025-09-02 12:34:22,2025-09-08 12:34:22,6d,no,company/centralyksa/posts,Centraly,178 followers,,,no,https://www.linkedin.com/company/centralyksa/posts,,,"centraly,whatsapp,meta,lead,control,solution,explore,trending",,,https://www.linkedin.com/feed/update/urn:li:activity:7368292118684930049,,0,0,4,3,0,0,0,1,0,,1756816462,1757334862,
7364676329176215553,7364676329176215553,"Most roofing websites are a maze.  

Too many links. Too many buttons. Too much noise.  

And in that chaos, homeowners get lost.  

But here’s a secret: one clear, bold call-to-action (CTA) button can change everything.  

Imagine this:  
A big, bright “Get a Free Quote” button.  
Right at the top.  
On every page.  

No scrolling. No searching. Just one click to connect.  

Why does it work?  

Because it’s obvious.  
Because it’s easy.  
Because it tells them exactly what to do next.  

When you remove the guesswork, you remove hesitation.  
And when you remove hesitation, you double your chances of getting the lead.  

Simple wins.  
Every. Single. Time.",2025-08-25 12:34:22,2025-09-08 12:34:22,2w,no,in/meso-m-102931279,Meso M,Roofing Digital Marketer | I post daily lead-gen strategies for roofers,,https://media.licdn.com/dms/image/v2/D4D03AQHH05x8v_439Q/profile-displayphoto-shrink_800_800/B4DZd4RmOHGUAc-/0/1750069569039?e=1759968000&v=beta&t=mu7IEidr5stv1yGk0bbxFFPTCmxUQ7Q187mULHIN27I,no,https://www.linkedin.com/in/meso-m-102931279,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:7364676329176215553,,0,0,1,1,0,0,0,0,0,,1756125262,1757334862,
7364134153551831040,7364134153551831040,"Short truth: most website chatbots don’t answer company-specific questions because they don’t know the site.

Problems I see:
• They’re generic (no context)
• Setup is slow or requires manual data uploads
• Branding & UI are often locked behind paywalls

My objective: a context-first chatbot that installs quickly and gives teams control over branding, tuning, and integrations.

If you’ve been frustrated with a chatbot, tell me one specific fail and I’ll respond with how I’d fix it.

#CustomerExperience #AI #Chatbot #SaaS #BuildInPublic #VoidCraftr",2025-08-25 12:34:22,2025-09-08 12:34:22,2w,no,in/satyam-agarwal-dev,Satyam Agarwal,Senior Full-Stack Engineer | Angular • Python • .NET • AWS • Data Analytics | WhatsApp Business Solutions Provider | Open Source Contributor,,https://media.licdn.com/dms/image/v2/C4D03AQGGDND2fPpdxw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1608226263811?e=1759968000&v=beta&t=PqsQrfWTjxDyb22UMK6EncbOvBztm_tly03_kPJ8Gg8,no,https://www.linkedin.com/in/satyam-agarwal-dev,,,"customerexperience,ai,chatbot,saas,buildinpublic,voidcraftr",,,https://www.linkedin.com/feed/update/urn:li:activity:7364134153551831040,,3,0,10,10,0,0,0,0,0,,1756125262,1757334862,
7364619868874190849,7364619868874190849,"Think you know how ChatGPT keeps track of your conversation over hundreds of messages?

Test your AI chops:
Which technique helps it maintain context in long chats?

A) Random token shuffle
B) Context windowing
C) Gradient mirroring
D) Byte-pair expansion

Drop your answer below 👇",2025-08-25 12:34:28,2025-09-08 12:34:28,2w,no,school/datacampinc/posts,DataCamp,"528,987 followers",,,no,https://www.linkedin.com/school/datacampinc/posts,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:7364619868874190849,,1,1,16,16,0,0,0,0,0,,1756125268,1757334868,
7369801674183299072,7369801674183299072,"In an effort to help create some AI best practices for the financial services industry, I am going to try to crowdsource some tricky AI governance/compliance issues.  Topic #1 is Chat Retention.  For ChatGPT Enterprise and other general-purpose GenAI tools, for how long are people keeping chats as an administrative control matter?  It's tempting to keep them forever, so you can build on old chats, search chat histories, etc.  But that obviously creates risks (e.g., cybersecurity, mixing information between projects that should not be mixed, legal holds, making the model provider a document repository vendor, etc.).  30 days?  90 days?  6 months? Forever? All thoughts are welcome.",2025-09-06 12:34:28,2025-09-08 12:34:28,2d,no,in/avi-gesser,Avi Gesser,"Co-Chair of the Debevoise Artificial Intelligence, Cybersecurity, and Privacy Practice Group",,https://media.licdn.com/dms/image/v2/C4D03AQEJjV3rNt1heA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1579606420685?e=1759968000&v=beta&t=P90TNuZsNMEDH5KRG4OKP7Z_LtWtnkYDSpIjikkOMeg,no,https://www.linkedin.com/in/avi-gesser,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:7369801674183299072,,14,0,36,32,0,0,0,0,4,,1757162068,1757334868,
7370063253663739904,7370063253663739904,"You thought you were telling the story.
Turns out, you were starting a group chat.

🎭 Control? Cute.
But resonance? That’s the real flex.

Issue 10 just dropped: The Myth of Control
aka the one where the message gets memed
and your brand learns to breathe.

Read it, feel it, twist it! 

#TheAyoubianWay #BrandVibes #Newsletter #Branding #LinkedInWritters",2025-09-06 12:34:28,2025-09-08 12:34:28,2d,no,in/hamssa-ayoub-1024bbb1,Hamssa Ayoub,Employer Branding Lead | Marketing & Comms Strategist | Creative Storyteller | Voice Artist | Events & Culture Builder | Marketing with a Human Touch,,https://media.licdn.com/dms/image/v2/D4D35AQEe2a1XVgLgDg/profile-framedphoto-shrink_200_200/B4DZjgRjm7H0AY-/0/1756109355806?e=1757941200&v=beta&t=Fgj2XpjsUmLIBh1U4-unONFhyavFWO94w0ZFxOPi5Rw,no,https://www.linkedin.com/in/hamssa-ayoub-1024bbb1,,,"theayoubianway,brandvibes,newsletter,branding,linkedinwritters",https://media.licdn.com/dms/image/v2/D4D12AQHLnmvaNpYbOA/article-cover_image-shrink_600_2000/B4DZkblj2dJQAQ-/0/1757104491627?e=1759968000&v=beta&t=-xbtHKF3VX4rjCoRDz2Oux5kjVOavcnk1ol8RnVwkds,,https://www.linkedin.com/feed/update/urn:li:activity:7370063253663739904,https://www.linkedin.com/pulse/myth-control-hamssa-ayoub-hs8lf?trackingId=eGwed0tgQd%2BERFtLXozsqg%3D%3D,0,0,6,1,5,0,0,0,0,,1757162068,1757334868,
7369654012951957506,7369654012951957506,"I’m moving to Copenhagen! 🇩🇰

After four amazing years in Montreal, I’m excited to start a new chapter in Denmark this October — both personally and professionally.

As I make the move, I’d love to connect with people in Denmark (especially Copenhagen).

Do you know anyone open to a coffee chat?

Whether it's to talk about work, local life, a tasty bakery, or a fun dance school, I’d really appreciate it! 

I’m also exploring opportunities in the buildings/engineering sector.
About me:
With 6 years in Canada’s buildings engineering industry, I’ve worked on:
• Building assessments (structural, envelope, mechanical, electrical)
• Site supervision & quality control for building systems
• Structural inspections for housing on permafrost in northern Indigenous communities.

Thanks in advance — feel free to reach out or tag someone below! 


#OpentoWork #Copenhagen #Denmark #Engineering",2025-09-05 12:34:35,2025-09-08 12:34:35,3d,no,in/tristan-brunet-d160397,Tristan Brunet,"Experienced Buildings Engineer | Specializing in Inspections, Assessments & Site Supervision | Open to Opportunities in Denmark",,https://media.licdn.com/dms/image/v2/D4E35AQEGStf20fQDtA/profile-framedphoto-shrink_800_800/B4EZkZEu6sIQAg-/0/1757062295503?e=1757941200&v=beta&t=lf3klb7KWLcDiJ3fJUhFAh2yn8O2rYQVxg18KzN7x-s,no,https://www.linkedin.com/in/tristan-brunet-d160397,,,"opentowork,copenhagen,denmark,engineering",,,https://www.linkedin.com/feed/update/urn:li:activity:7369654012951957506,,4,0,40,33,4,3,0,0,0,,1757075675,1757334875,
7366116463520243712,7366116463520243712,"When you use ChatGPT, Claude, or Gemini, how do you organize your chats?

A) Start a fresh chat every time

B) Search for an old chat on a similar topic

C) Keep everything in one long running chat, no matter the topic

I’m definitely A, though I’ll go back to chats from the past week if the context is still relevant.",2025-09-01 12:34:35,2025-09-08 12:34:35,1w,no,in/alexandre-spitz-,Alexandre Spitz,AI | Product | Sustainable Systems,,,no,https://www.linkedin.com/in/alexandre-spitz-,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:7366116463520243712,,10,0,7,5,0,1,0,0,1,,1756730075,1757334875,
